0,3205,4.5
0,1969,3.5
0,128,4.0
0,1703,4.0
0,1039,5.0
0,1040,5.0
0,1983,2.0
0,1073,4.5
0,603,4.0
0,2828,4.0
0,1953,4.5
0,1775,3.5
0,2974,4.5
0,44,4.0
0,1774,4.5
0,1159,4.5
0,432,4.0
0,2975,4.0
0,4285,4.0
0,447,3.5
0,3130,4.0
0,1041,5.0
0,1166,3.5
0,2979,4.5
0,1168,4.0
0,1767,4.0
0,3127,5.0
0,4124,5.0
0,2986,4.0
0,2801,3.5
0,1118,4.0
0,1862,3.5
0,3204,5.0
0,434,3.5
0,3038,4.5
0,1573,3.0
0,1042,2.5
0,2891,4.5
0,574,3.5
0,1870,4.0
0,1868,5.0
0,3173,4.5
0,1278,3.0
0,2893,4.5
0,1706,4.5
0,1372,4.0
0,2896,4.5
0,1107,4.0
0,2883,3.5
0,3196,5.0
0,2851,5.0
0,1091,4.0
0,1354,3.5
0,1640,4.0
0,4627,5.0
0,1909,3.5
0,1096,4.0
0,1905,4.0
0,1112,4.0
0,1871,4.0
0,576,3.5
0,1660,5.0
0,1043,4.0
0,1212,4.0
0,133,4.0
0,131,3.5
0,4337,5.0
0,389,3.5
0,1349,4.0
0,1971,4.0
0,1970,4.0
0,1537,4.0
0,1639,5.0
0,1704,4.0
0,106,3.0
0,1705,4.0
0,1918,4.5
0,1108,4.0
0,1878,4.0
0,1356,3.5
0,1571,4.0
0,1109,4.0
0,89,3.0
0,3175,3.0
0,2849,3.5
0,2973,4.0
0,3125,4.0
0,5042,5.0
0,2748,4.0
0,3234,4.0
0,1014,4.5
0,2052,4.0
0,2746,4.0
0,101,4.0
0,3911,5.0
0,1369,4.0
0,1814,4.0
0,1710,4.0
0,550,4.0
0,1809,3.5
0,2940,4.0
0,2941,4.5
0,1142,4.5
0,1817,3.5
0,420,2.5
0,1144,2.0
0,1145,4.0
0,2946,4.5
0,1148,4.0
0,1021,4.5
0,380,3.0
0,2037,4.0
0,1002,5.0
0,1429,3.5
0,1011,5.0
0,3891,4.0
0,1575,3.5
0,1007,4.0
0,2034,4.0
0,479,4.0
0,144,4.0
0,4178,4.0
0,2739,4.5
0,1150,3.0
0,1028,4.0
0,617,3.5
0,2741,4.0
0,2046,4.0
0,1633,3.5
0,1632,3.5
0,998,4.0
0,2744,3.5
0,4360,5.0
0,1702,4.5
0,1000,3.5
0,2012,4.5
0,1711,3.5
0,1151,3.5
0,542,5.0
0,1196,2.0
0,3037,4.0
0,4132,5.0
0,1177,3.5
0,2991,4.0
0,520,4.5
0,36,4.5
0,5129,4.0
0,2997,4.5
0,1178,4.5
0,2972,4.5
0,4866,5.0
0,1179,1.5
0,497,3.0
0,1180,3.5
0,444,3.5
0,502,3.5
0,4139,5.0
0,4140,3.5
0,1556,4.5
0,4131,5.0
0,5049,5.0
0,5130,5.0
0,1286,4.0
0,1153,4.0
0,1137,4.5
0,1803,4.0
0,4048,4.5
0,1821,3.0
0,1822,4.0
0,1121,4.5
0,572,3.5
0,85,4.0
0,571,4.0
0,1842,3.5
0,1838,4.0
0,1781,4.0
0,1124,4.0
0,1832,4.5
0,1128,4.0
0,1569,3.5
0,1130,4.0
0,4799,4.5
0,1131,3.0
0,1829,4.0
0,2914,4.0
0,2916,4.5
0,4039,4.5
0,1832,4.5
0,2029,4.0
0,1894,4.0
0,1104,4.5
0,4219,4.5
0,634,4.0
0,1415,4.0
0,278,3.0
0,2501,3.5
0,3278,4.5
0,3473,4.0
0,277,3.5
0,625,3.0
0,1420,4.5
0,975,3.5
0,276,3.5
0,4476,4.0
0,804,4.0
0,2545,4.5
0,3090,4.5
0,4682,5.0
0,971,4.5
0,780,4.0
0,806,4.0
0,1340,4.0
0,2352,3.5
0,3607,4.5
0,717,4.5
0,1318,4.0
0,5081,5.0
0,725,3.5
0,2610,4.0
0,1239,4.0
0,910,3.5
0,2611,4.0
0,3368,4.0
0,909,4.0
0,3592,5.0
0,3593,4.5
0,1303,3.5
0,722,3.5
0,875,3.5
0,230,3.5
0,2621,3.5
0,906,5.0
0,905,4.5
0,3366,4.0
0,720,3.0
0,2197,3.5
0,876,2.5
0,3363,4.0
0,1583,3.0
0,4509,5.0
0,965,3.0
0,3497,4.0
0,5098,5.0
0,2722,4.5
0,4242,4.0
0,1593,4.5
0,2518,3.5
0,4984,4.5
0,1398,5.0
0,366,3.5
0,626,5.0
0,2496,4.0
0,274,4.0
0,834,4.0
0,5070,4.5
0,3524,5.0
0,1577,4.0
0,286,3.5
0,2116,3.0
0,2433,4.0
0,3300,4.0
0,2432,4.0
0,2121,4.0
0,786,4.5
0,174,4.0
0,2069,3.5
0,2723,3.5
0,778,4.5
0,1555,4.0
0,4228,4.5
0,2077,3.5
0,3277,4.5
0,3071,4.5
0,3468,4.0
0,2527,4.5
0,4867,5.0
0,3070,3.5
0,2395,5.0
0,1342,3.0
0,982,3.5
0,1300,3.0
0,279,3.5
0,3273,4.5
0,4677,5.0
0,1326,4.0
0,21,4.0
0,3289,4.0
